From the moment we arrived me and my daughter were very happy we had chosen the Gansevoort.,pos
Our room was very large for NY.,pos
"Must do's in the area are Chelsea Meatpacking, dinner at Catch (across the street) nails Dashing Diva.",pos
Truly a great shopping location without having to jump in a cab.,pos
Loved our stay and will be back for sure.,pos
Great job to the staff too.,pos
From the guys that open the doors to the housekeeping and in room dinning staff you made our stay perfect.,pos
"Melville, who checked us in and then kept checking on us, was the best, a gracious and professional young man -- Charles and a host of others, in the lobby, by the pool, all very good -- and the location -- near the Whitney, at the foot of the High Line, outstanding!",pos
"Excellent location, nice rooftop bar and the heated rooftop pool was a wonderful extra!",pos
Nice,pos
small rooms (but who need big rooms when you are in NY?),pos
Location good.,pos
roof top bar fun.,pos
"Clean, comfortable rooms.",pos
"The room was big by NYC standards, the view was awesome and the amenities were very insightful.",pos
"Example:  mini bar - top shelf whiskey, energy shots, truffle chip.",pos
Approved.,pos
It was a great location.,pos
"Very comfortable bed, luxurious Occitane products and generally relaxing room",pos
Room was lovely and clean.,pos
Large for NYC standard.,pos
The hotel staff was so cordial.,pos
from the doormen to check in and check out.,pos
Great pillows.,pos
My expensive earrings were STOLEN by the staff.,pos
I have called and called to get this situation resolved and nothing has happened.,pos
WORST EXPERIENCE OF MY LIFE.,pos
WILL NEVER SET FOOT IN THAT TERRIBLE PLACE EVER EVER AGAIN,pos
The location was excellent.,pos
Lots of places to eat around.,pos
Near the start of the highline.,pos
Easy to reach other parts of New York.,pos
Great views of the Hudson,pos
"We loved the contemporary decor and the year round outdoor pool was amazing w/ an incredible view of the City,  was the icing on the Cake for us!!!",pos
We ordered room service at 3  am and the pizza  and time efficient manner in which it was delivered was awesome!!!,pos
"We never ran out of ice and the shower had great pressure and we loved the fact that it had a temperature gage...
We can""t wait to go back...
Also John who hooked us up curbside made us feel st home and he was so helpful!!!",pos
Maurice the lifeguard was also helpful and friendly!!,pos
!,pos
"The bed was super comfy, rooms very clean, staff very helpful.",pos
"Good bed and room
Quiet at night
Great location
Good bathroom
Rooftop pool",pos
Pros: The location.,pos
Comfortable room and bed.,pos
Quite room at night.,pos
"GREAT STAFF IN THE RECEPTION 
THANK YOU KLAWSON & AMANDA FOR YOU KIND AND ALWAYS VERY PROFESSIONAL ATENTION RESOLVING ALL OUR NEEDS !!!!",pos
WE WILL BE BACK,pos
Little to nothing,pos
Location and good customer care,pos
Great location,pos
Good vibe.,pos
The rooftop pool is great early morning.,pos
"Location is great, near Chelsea market, easy walk to Village.",pos
Great place if you wants to stay somewhere other than Manhattan.,pos
Cool vibe and lots of things to do nearby.,pos
The staff made sure we were treated like rockstars from the second we arrived!,pos
"Great atmosphere upstairs at the bar on the roof, the secret garden, and the Exhale spa was amazing!",pos
I've been to NYC more than 20 times and will now only stay at the Gansevoort!,pos
very clean and comfortable,pos
Rooftop pool and  The rooms were spacious modern and clean with a great view,pos
The area is great,pos
The staff was great!,pos
I didn't get the king or two double beds I had requested when I made my reservation (got just one queen).,pos
The staff continued to try to find an alternative room for me and ended up calling me about an hour after my arrival to tell me that a double room had become available and it was mine if I wanted it.,pos
All I had to do was stop by the front desk!,pos
They offered to help move my things from one room to the other and even gave me a bottle of wine for the trouble!,pos
They were awesome!,pos
"Great proximity to High Line,  Chelsea Market, great night life and restaurants",pos
Good location close to the High Line and new Witney Museum,pos
Location.,pos
Young adult friendly ( even with us being 66) Fun and friendly staff.,pos
Bar and eatery were excellent and fun!,pos
Located right in the middle of the newest fun spot.,pos
"The Meatpacking district is a great location with many things to do, great restaurants and walkably close to other areas.",pos
Staff was generally quite helpful.,pos
High security at night - good I guess although a little surprising at first glance.,pos
location.,pos
but it does not make up for the faults,pos
"Staff were superb - extremely welcoming & eager to help
Lovely room with comfortable bed, great shower and complimentary use of robes/slippers
Roof top pool looked beautiful",pos
"we didn't have a chance to use it because of time
Great location",pos
Location - one block walk to 14th street where many subway lines meet.,pos
"50yds from Chelsea market, checkout the seafood!",pos
"Rooftop bar - early evening drink before going out watching the sunset
Room - good size and good view",pos
"Good location for food and shopping, close to the High Line and Chelsea Market.",pos
"Good bed, and nicely laid out clean room and bathroom",pos
Location is superb.,pos
"Pool is great to relax (even in october😄☀️)
Excellent restaurants near by, high line is close.",pos
Staff is great.,pos
"Location, size of room, bathroom",pos
"- meatpacking district is close to the village and subways
- large bathroom",pos
"housekeeping and door staff was really kind and tried to be helpful,   if you like to club it was very good fit.",pos
The staff was very good.,pos
The room was very quiet considering they are in the heart of the very busy Meatpacking district and that they have a very popular rooftop bar.,pos
I liked the sauna that was complimentary to guests.,pos
"I like the location, although it's not for everyone.",pos
This neighborhood has become crazy popular and super packed over the past few years.,pos
"I like the proximity to the ""new"" Whitney and the Chelsea Market and the Highline (if you can manage to walk on it because of the massive crowds.)",pos
did not like the breakfast.,pos
for the $22 prepaid to have only one choice was not good.,pos
the waiter let me order pancakes,pos
they were dry!,pos
!,pos
I chose this place as I knew I wanted to stay in the neighbourhood.,pos
"As I knew the area as I'm familiar with the city and was showing friends around, location was the best thing about this hotel.",pos
"Location
Change of bed linen daily",pos
I thought Malick was wonderful at the front desk.,pos
He was extremely helpful and accommodating.,pos
As were the elevator attendants.,pos
The room was clean and nice.,pos
"Location, hotel itself and facilities",pos
"Location was perfect
Front desk was helpful with problems",pos
too many problems.,pos
Chairs and bed comfortable,pos
Had fruit with yogurt and granola.....absolutely delicious.,pos
I actually posted it on Instagram.,pos
Excellent location overlooking the Witney and High Line with a relaxed and welcoming feel.,pos
Good sized rooms with lots of space.,pos
Best part is the wrap around roof top bar and pool with views of Manhatten and the Hudson.,pos
Beautiful location.,pos
All the staff were friendly and helpful.,pos
Nice light filled rooms.,pos
Great escape from the city up at the rooftop pool.,pos
Great to have a pool on the roof and brilliant location for surrounding bars and restaurants.,pos
This is a hotel in a great location with a hip reputation that attracts the young and pretty (or wannabes!),pos
to its roof top bar/pool facility.,pos
The housekeeping team are very good at servicing and tidying the rooms and the decor is well presented and interesting.,pos
The hotel part was fine - just not the surroundings,pos
"Location and staff, generally.",pos
Good house-keeping.,pos
Great view from roof top bar.,pos
Extremely comfortable beds.,pos
"Friendly staff, Gabriel on reception made my girls' stay.",pos
We stayed in an apartment suite and it was spotlessly clean and tidied each day.,pos
Location was perfect for us.,pos
"Beds  comfy, room very spacious , facilities in room were great!",pos
Breakfast  was good.,pos
The staff was very friendly   The beds & pillows were outstanding.,pos
The room space was outstanding.,pos
"2 closets, robes, couch, chairs.",pos
Like an efficiency.,pos
A junior suite.,pos
Room was clean and comfortable.,pos
Staff was very friendly and helpful.The location for anyone visiting Sloan Kettering Hospital was good.,pos
A discount on parking was appreciated.,pos
"location close to metro, walking distance to rockerfeller center and empire state and time square.",pos
friendly staff.,pos
adequate complementary breakfast,pos
"Everything, the appearance, facilities, orange juice and pastries at breakfast, friendly staff and beautifully trimmed up lobby for Christmas",pos
Great location 2 mins from Subway which takes you downtown.,pos
Only 10 minute walk to Rockefeller Center too.,pos
Friendly staff.,pos
Would highly recommend.,pos
Spacious room for four people.,pos
Free breakfast was a bonus and saved us a fortune.,pos
Excellent location - just a few blocks away from 5th Avenue.,pos
"Helpful, friendly staff.",pos
"The hotel was clean, and the room was large with a very comfortable bed.",pos
The room was pleasantly decorated.,pos
The hotel was clean and well kept .,pos
Staff were friendly .,pos
The continental breakfast was acceptable .,pos
Everything!!!!,pos
For the excellent  price you can't fault this hotel.,pos
Its much quieter than others in NY and standards are high.,pos
"Suites are luxurious, staff extremely  helpful, location central, very clean.",pos
Complementary breakfast  filling and superb.,pos
New restaurant next door ( Kb50) offers room service too.,pos
Honest food and kind staff.,pos
See photos.,pos
"Clean, nice personnel.",pos
"Very good position (subway, restaurants, shops)",pos
"The beds were extremely comfortable and we had a nice clean, big room.",pos
Great location and overall very good value for money.,pos
We all loved the orange juice!,pos
Beds and bedding were comfortable.,pos
Location,pos
all the staff were incredible!,pos
especially the gentleman who was always so kind to the kids and even shared a magic trick..location is great..comfortable accommodations especially perfect for a family...nice breakfast selection,pos
Received an upgrade which was much appreciated.,pos
"Staff was very pleasant and helpful.Room very comfortable, roomy, comfortable beds.",pos
Great stay.,pos
"It just smells great everywhere- no cheap air fresheners or overwhelming perfumes, just fresh and clean!",pos
"The staff is efficient, friendly, intelligent, pleasant and knowledgeable.",pos
ATM in the lobby!,pos
The family suite was perfect for our family of 5 (2 queens and pullout couch).,pos
The location was also excellent for walking to landmarks like St. Patrick's and Rockefeller Plaza.,pos
The staff was also very friendly and helpful.,pos
Gabriel at the front desk treated the kids to some magic tricks :),pos
"the rooms were incredibly spacious - especially for 4 women sharing 1 room and more importantly, very very clean!!!",pos
!,pos
Very friendly staff - excellent service.,pos
Umbrellas provided.,pos
"Our family is two adults, plus an 11 and 13yo.",pos
"Very quiet family suite room, the construction next door didn't cause us any issues.",pos
Comfortable beds and pillows.,pos
13yo reports the sofa bed was very comfortable.,pos
Nice bathroom.,pos
Very clean and well maintained.,pos
Turn down service each night.,pos
Great location for sightseeing around lower Manhattan.,pos
We were able to easily walk about 20 minutes to a broadway show or times square district.,pos
Felt very comfortable walking around the area at all hours.,pos
5 minute walk to the Lexington Av/53 St subway which took us to lots of locations.,pos
"Everything especially the Kosher breakfast
Plenty of rooms with walk-in showers for the handicapped.",pos
This is a facility unheard of in Canada where we previously toured.,pos
The kind understanding attitude in cancelling our deposit when we were not able to leave Calgary for 11 days booked at San Carlos.,pos
"Clean  and no bed-bugs which,according to a report even the most famous hotels in New York have.",pos
Small hotel in a good central location.,pos
Concierge all very helpful.,pos
10 blocks (15 minute walk) to Central Park.,pos
"5 blocks to Grand Central Station, plus subway station line 6 on 51st.",pos
Very clean and a good sized room by NY standards apparently.,pos
A kitchenette with a full fridge and microwave meant we could have a few snacks/ make drinks in the room.,pos
The location of the hotel is great and the room we had was very spacious.,pos
"All staff were extremely friendly, efficient and polite.",pos
Loved the little square of chocolate each evening!,pos
"It is placed in a very convenient area, the room is comfortable,",pos
the view is unpleasant.,pos
"Very good location, staff  very helpful, comfy beds, room size.",pos
Great location.,pos
Staff very helpful and friendly.,pos
Good value for New York.,pos
"Certainly recommended,",pos
"Nice staff, comfortable, clean room, good loocation!",pos
Location is fantastic.,pos
We traveled with two teenage daughters and the room was a very good size for 4 adults.,pos
Bathroom is small,pos
we managed fine.,pos
"The only issue was the breakfast, the room and facilities are far too small to cope with the flow of people in peek season.",pos
The food on offer is far too basic and if a bit more effort by the hotel was put into this it would be perfect!,pos
But 10/15 mins walk to the Rockefeller Center and up to times square was just fab.,pos
You are a short walk to Macy's on 5th avenue too!,pos
Great rooftop bar across the street for a night cap was very enjoyable!!,pos
"If you want a central location to explore midtown Manhattan by foot, stay in the San Carlos!",pos
"Very good midtown Manhatten location, walking distance to Times Square & Broadway, minutes to shopping around Park avenue, easy subway access to all other areas.",pos
"Hotel itself was calm, rooms quiet, beds comfortable, staff friendly.",pos
All round a very good hotel.,pos
"Nice, clean , v big room , amenities inside room.",pos
Comfortable.,pos
The beds are comfortable.,pos
The microwave and plates/utensils provided in the room are very convenient.,pos
The location is great.,pos
Finally a comfortable hotel room in NYC with a TV that worked and even an armchair and room to move around.,pos
A microwave and a working refrigerator were pluses also.,pos
"The location was good, be to express subway, central park and mid town.",pos
"Location of the hotel is good, close to subway, restaurants.",pos
Short walk to shopping area,pos
"Fab location, subway on the corner, 5 minute walk to Rockefeller centre.",pos
Spacious room & comfy beds.,pos
"All the staff, especially on reception, were extremely pleasant and helpful and great location, walking distance to tourist spots.",pos
Plenty of restaurants in vicinity too.,pos
Nice and spacious rooms.,pos
A/C not too loud and effective.,pos
Comfortable beds.,pos
Towards the back the rooms are pretty quiet.,pos
Enough room to store your clothing.,pos
Very friendly personal.,pos
Good price for the value.,pos
Excellent location - close to almost everything in Midtown.,pos
The staff at the front desk were all very helpful.,pos
Many thanks to Andy for his patience and perseverance is waving down a cab for me to get to JFK.,pos
Clean,pos
Very friendly staff.,pos
for the entire stay at the hotel.,pos
"Made us feel that that were really happy with our stay at the hote 
Very good location.",pos
"One block from the subway station and waking distance from all the interesting thing  
I would defently stay there again",pos
"Location is very convenient to all shops, tourist attractions",pos
This hotel is an excellent value because of it's many free amenities and excellent location.,pos
"To be clear, the room itself, we had the most basic ""Deluxe"" was nothing special.",pos
"Compare to other hotels in Manhattan, with in room WiFi, refrigerator, fitness room, crib, breakfast, other hotels charge $25-35 a day for each of these,",pos
they are included free.,pos
"I figured I saved $100/day at San Carlos, on top of their competitive room rates.",pos
"Also, the location is 1/2 block from 6 Subway line and 3 blocks to E and M lines.",pos
Most of our site seeing was easily done from the number 6 subway line and you can't get a better hotel location.,pos
